prob,group,it,size,eax,eax.restart,lkh,lkh.restart,maos
1000-50,rue,3,1000,5.84,5.83,12.29,3.13,10.2
1000-50,rue,4,1000,6.05,5.54,7.14,1.83,12.42
1000-50,rue,5,1000,5.37,5.66,7.16,2.48,11.79
1000-50,rue,6,1000,5.42,5.52,10.15,3.86,11.8
1000-50,rue,7,1000,5.39,5.22,2.56,8.81,11.12
1000-50,rue,8,1000,3600,21.78,17.86,13.21,11
1000-50,rue,9,1000,5.63,5.85,2.94,18.21,10.46
1000-51,rue,0,1000,3600,15.63,1.97,4.28,11.44
1000-51,rue,1,1000,3600,32.7,2.13,3.19,10.86
1000-51,rue,2,1000,6.88,7.22,1.93,2.52,13.37
1000-51,rue,3,1000,3600,90.72,1.24,1.32,11.8
1000-51,rue,4,1000,5.12,5.66,4.14,3.26,10.11
1000-51,rue,5,1000,3600,16.33,3.28,1.75,10.75
1000-51,rue,6,1000,3600,15.67,1.3,2.3,11.48
1000-51,rue,7,1000,3600,43.34,2.07,6.3,10.65
1000-51,rue,8,1000,3600,67.25,3.43,5.63,12.61
1000-51,rue,9,1000,3600,50.45,2.93,4.78,12.11
1000-52,rue,0,1000,3600,14.73,7.77,5.65,10.72
1000-52,rue,1,1000,3600,17.15,6.49,24.08,3600
1000-52,rue,2,1000,3600,24.97,4.91,4.39,11.45
1000-52,rue,3,1000,3600,49.62,16.27,6.97,12.9
1000-52,rue,4,1000,3600,25.23,1.58,4.7,11.35
1000-52,rue,5,1000,3600,18.13,17.45,3.84,14.61
1000-52,rue,6,1000,3600,29.67,5.33,2.42,3600
1000-52,rue,7,1000,8.52,6.72,4.01,2,16.13
1000-52,rue,8,1000,6.03,5.87,4.54,3.85,3600
1000-52,rue,9,1000,6.85,7.97,2.58,2.05,11.02
1000-53,rue,0,1000,9.04,11.53,62.12,66.95,3600
1000-53,rue,1,1000,11.33,9.3,3.4,3.48,13.67
1000-53,rue,2,1000,6.15,6.01,167.5,48.18,3600
1000-53,rue,3,1000,7.88,7.61,383.86,81.25,11.35
1000-53,rue,4,1000,3600,27.4,53.69,204.81,3600
1000-53,rue,5,1000,6.25,6.65,317.28,32.41,3600
1000-53,rue,6,1000,6.9,6.51,160.99,28.32,3600
1000-53,rue,7,1000,6.64,5.86,71.48,44.44,12.9
1000-53,rue,8,1000,5.99,5.92,1.86,23.79,3600
1000-53,rue,9,1000,5.61,5.46,225.74,217.17,10.6
1000-54,rue,0,1000,3600,18.18,1.99,5.61,11.33
1000-54,rue,1,1000,3600,23.99,3.91,3.99,10.92
1000-54,rue,2,1000,9.95,9.97,3.99,2.96,12.45
1000-54,rue,3,1000,5.43,5.29,10.03,3.63,11.36
1000-54,rue,4,1000,5.98,5.2,6.77,8.78,3600
1000-54,rue,5,1000,3600,16.39,3.71,4.3,12.22
1000-54,rue,6,1000,7.73,7.16,4.94,2.35,10.03
1000-54,rue,7,1000,3600,15.26,2.58,4.49,9.92
1000-54,rue,8,1000,3600,16.01,10.02,2.62,10.43
1000-54,rue,9,1000,10.51,8.58,8.45,3.11,10.41
1000-55,rue,0,1000,6.41,6.6,6.9,1.66,3600
1000-55,rue,1,1000,6.93,6.13,1.44,4.26,3600
1000-55,rue,2,1000,3600,25.63,17.62,7.76,14.53
1000-55,rue,3,1000,3600,17.22,2.16,1.61,12.29
1000-55,rue,4,1000,3600,15.63,2.13,1.29,15.42
1000-55,rue,5,1000,6.09,5.61,6.89,2.71,19.9
1000-55,rue,6,1000,3600,15.14,2.1,6.89,3600
1000-55,rue,7,1000,3600,15.63,3.24,1.47,3600
1000-55,rue,8,1000,7.17,6.86,11.99,2.91,11.28
1000-55,rue,9,1000,3600,38.13,6.8,10.61,3600
1000-56,rue,0,1000,7.86,8.1,77.8,8.45,11.93
1000-56,rue,1,1000,7.27,8.49,138.13,14.79,15.44
1000-56,rue,2,1000,7.2,7.01,42.64,100.98,14.19
1000-56,rue,3,1000,5.57,6.41,60.07,76.2,14.61
1000-56,rue,4,1000,5.7,5.94,233.26,37.18,3600
1000-56,rue,5,1000,5.81,5.92,25,89.8,16.53
1000-56,rue,6,1000,6.22,7.12,15.34,169.24,11.51
1000-56,rue,7,1000,6.21,6.14,20.89,159.77,3600
1000-56,rue,8,1000,7.38,7.1,66.31,29.4,3600
1000-56,rue,9,1000,8.86,6.65,4.43,80.06,18.35
1000-57,rue,0,1000,5.39,5.36,3.04,2.43,10.5
1000-57,rue,1,1000,5.1,5.61,3.11,2.14,10.92
1000-57,rue,2,1000,3600,13.06,2.4,2.09,12.31
1000-57,rue,3,1000,5.54,5.06,3.95,2.91,10.8
1000-57,rue,4,1000,5.46,6.68,4.29,2.32,13.92
1000-57,rue,5,1000,5.42,7.61,3.34,3.67,11.88
1000-57,rue,6,1000,5.49,5.55,2.41,3.52,10.29
1000-57,rue,7,1000,6.67,5.89,3.33,2.65,11.29
1000-57,rue,8,1000,5.45,5.65,1.81,2.22,10.33
1000-57,rue,9,1000,4.89,4.8,2.2,2.93,13.77
1000-58,rue,0,1000,5.43,6.23,2.61,1.63,11.26
1000-58,rue,1,1000,5.34,5.95,2.53,7.41,10.64
1000-58,rue,2,1000,3600,20.97,2.52,3.79,10.66
1000-58,rue,3,1000,5.59,5.69,1.81,4.23,10.75
1000-58,rue,4,1000,6.15,5.64,1.71,3.44,12.17
1000-58,rue,5,1000,6.17,5.97,4.68,4.26,11.23
1000-58,rue,6,1000,5.23,5.33,2,3.86,14.51
1000-58,rue,7,1000,6.53,7.18,2.78,2.55,10.42
1000-58,rue,8,1000,6.08,6.35,5.64,3.78,10.38
1000-58,rue,9,1000,5.29,7.47,3.03,5.32,11.66
1000-59,rue,0,1000,3600,12.69,1.9,2.09,16.72
1000-59,rue,1,1000,3600,13.54,2.09,2.97,10.52
1000-59,rue,2,1000,3600,13.48,2.08,2.18,10.61
1000-59,rue,3,1000,5.4,7.74,2.03,2.05,9.77
1000-59,rue,4,1000,6.08,7.72,1.65,1.44,11.34
1000-59,rue,5,1000,6.48,5.73,1.53,2.39,17.86
1000-59,rue,6,1000,5.1,4.77,1.49,1.67,11.67
1000-59,rue,7,1000,5.76,5.24,2.22,2.53,10.7
1000-59,rue,8,1000,5.29,7.6,1.74,1.78,9.95
1000-59,rue,9,1000,5.05,5.18,2.98,2.48,10.44
1000-6,rue,0,1000,4.52,5.84,1.34,1.32,9.98
1000-6,rue,1,1000,4.98,4.63,1.42,1.59,10.52
1000-6,rue,2,1000,6.62,5.17,1.54,1.36,10.3
1000-6,rue,3,1000,4.4,5.02,1.21,1.21,10.87
1000-6,rue,4,1000,4.96,4.99,1.23,1.24,13.29
1000-6,rue,5,1000,4.86,6.06,1.07,1.45,9.9
1000-6,rue,6,1000,5.42,5.11,1.16,1.09,10.33
1000-6,rue,7,1000,4.7,5.02,1.23,1.46,11.94
1000-6,rue,8,1000,4.69,4.5,1.11,1.43,9.74
1000-6,rue,9,1000,4.8,4.77,1.2,1.34,9.62
1000-60,rue,0,1000,5.16,5.62,4.01,2.04,11.39
1000-60,rue,1,1000,5.36,5.58,2.74,1.65,12.55
1000-60,rue,2,1000,5.95,6.27,6.14,2.56,10.83
1000-60,rue,3,1000,5.25,6.04,6.25,2.97,9.33
1000-60,rue,4,1000,5.35,5.73,9.97,1.61,9.2
1000-60,rue,5,1000,5.38,5.3,3.76,1.69,10.87
1000-60,rue,6,1000,5.29,5.32,2.57,1.86,10.8
1000-60,rue,7,1000,6.9,5.72,1.44,3.06,12.46
1000-60,rue,8,1000,5.61,5.44,4.01,3.95,9.72
1000-60,rue,9,1000,6.13,5.51,5.84,2.94,11.04
1000-61,rue,0,1000,3600,31.72,4.93,13.84,12.31
1000-61,rue,1,1000,3600,14.42,2.57,3.43,11.88
1000-61,rue,2,1000,7.21,6.05,3.49,8.75,3600
1000-61,rue,3,1000,7.21,5.86,6.02,2.98,12.96
1000-61,rue,4,1000,3600,13.47,4.37,6.47,12.14
1000-61,rue,5,1000,5.24,5.37,5.14,3.83,19.73
1000-61,rue,6,1000,3600,16.06,16.57,7.27,11.5
1000-61,rue,7,1000,5.71,6.49,4.04,5.93,11.09
1000-61,rue,8,1000,5.92,8.56,5.67,7.72,12.32
1000-61,rue,9,1000,3600,16.09,15.69,15.9,12.22
1000-62,rue,0,1000,3600,13.37,6.68,3.75,3600
1000-62,rue,1,1000,3600,13.82,5.79,2.42,12.83
1000-62,rue,2,1000,5.83,5.99,2.31,9.42,9.96
1000-62,rue,3,1000,5.97,5.05,10.26,3.13,11.17
1000-62,rue,4,1000,5.08,5.76,1.57,1.38,11.55
1000-62,rue,5,1000,3600,14.38,18.55,8.39,11.7
1000-62,rue,6,1000,5.35,5.33,2.91,2.16,13.38
1000-62,rue,7,1000,6.84,5.29,1.94,1.4,12.08
1000-62,rue,8,1000,5.06,5.34,1.69,2.87,13.2
1000-62,rue,9,1000,3600,16.72,1.79,2.5,10.63
1000-63,rue,0,1000,5.98,5.53,2.23,5.89,3600
1000-63,rue,1,1000,6.07,6.6,19.74,5.72,12.16
1000-63,rue,2,1000,5.9,5.86,26.32,6.25,3600
1000-63,rue,3,1000,5.84,6.99,9.02,3.68,3600
1000-63,rue,4,1000,5.71,5.96,4.3,3.6,3600
1000-63,rue,5,1000,5.59,5.45,2.36,3.03,3600
1000-63,rue,6,1000,5.94,6.02,17.87,2.36,11.2
1000-63,rue,7,1000,7.02,6.26,3.32,3.91,10.94
1000-63,rue,8,1000,5.55,5.67,3.08,5.36,11.46
1000-63,rue,9,1000,9.2,5.81,8.13,4.63,12.02
1000-64,rue,0,1000,5.49,5.52,1.19,6.93,3600
1000-64,rue,1,1000,6.26,5.91,4.18,4.08,12.45
1000-64,rue,2,1000,5.43,5.57,1.38,1.55,33.32
1000-64,rue,3,1000,3600,13.09,26.13,1.78,3600
1000-64,rue,4,1000,7.05,8.21,1.64,1.68,11.33
1000-64,rue,5,1000,3600,15.94,2.52,2.23,3600
1000-64,rue,6,1000,5.94,6.59,3.75,1.64,3600
1000-64,rue,7,1000,6.11,5.35,4.84,2.35,3600
1000-64,rue,8,1000,7.58,8.15,1.2,1.69,14.16
1000-64,rue,9,1000,5.52,5.58,8.37,3.42,13.04
1000-65,rue,0,1000,6.04,6.97,7.64,5.25,11.42
1000-65,rue,1,1000,5.81,7.83,9.91,13.31,16.5
1000-65,rue,2,1000,5.86,5.84,1.68,7.66,13.98
1000-65,rue,3,1000,9,6.03,4.89,3.13,12.25
1000-65,rue,4,1000,7.14,5.98,2.2,4.49,13.89
1000-65,rue,5,1000,3600,14.97,22.44,25.52,14.25
1000-65,rue,6,1000,7.07,5.92,2.38,1.49,14.82
1000-65,rue,7,1000,6.05,6.41,2.28,5.07,31.73
1000-65,rue,8,1000,5.57,6.18,11.16,7.42,11.09
1000-65,rue,9,1000,5.9,5.64,8.83,7.18,11.51
1000-66,rue,0,1000,5.09,5.33,2.26,2.05,10.34
1000-66,rue,1,1000,5.06,5.18,1.55,2.21,12
1000-66,rue,2,1000,5.87,5.68,1.3,1.4,11.45
1000-66,rue,3,1000,5.07,4.99,1.74,1.69,10.54
1000-66,rue,4,1000,5.24,5.42,2.17,1.41,10.48
1000-66,rue,5,1000,5.68,6.42,1.46,1.3,10.71
1000-66,rue,6,1000,5.59,5.92,1.2,1.23,10.4
1000-66,rue,7,1000,6.15,5.65,2.03,1.34,10.64
1000-66,rue,8,1000,5.65,7.46,1.35,1.46,20.56
1000-66,rue,9,1000,5.97,5.48,1.22,1.96,11.42
1000-67,rue,0,1000,5.79,6.27,2.09,43.19,12.07
1000-67,rue,1,1000,5.81,5.86,3.65,17.93,11.92
1000-67,rue,2,1000,6.85,7.02,1898.02,11.94,11.57
1000-67,rue,3,1000,5.41,5.43,8.87,32.22,3600
1000-67,rue,4,1000,5.63,5.39,7.91,34.45,10.46
1000-67,rue,5,1000,6.38,5.44,24.48,89.16,11.13
1000-67,rue,6,1000,5.42,5.38,120.68,3.76,11.63
1000-67,rue,7,1000,5.09,6.02,7.8,4.8,11.4
1000-67,rue,8,1000,5.82,5.94,1277.39,8.68,12.3
1000-67,rue,9,1000,6.22,5.68,41.94,2.32,11.55
1000-68,rue,0,1000,5.3,5.44,3.5,2.82,10.38
1000-68,rue,1,1000,5.46,5.57,3.4,2.81,11.08
1000-68,rue,2,1000,5.55,5.15,2.69,2.94,11.84
1000-68,rue,3,1000,5.44,5.43,2.95,3.01,10.55
1000-68,rue,4,1000,3600,13.74,2.43,2.55,12.83
1000-68,rue,5,1000,5.47,5.3,3.29,3.19,11.55
1000-68,rue,6,1000,6.32,6.07,2.7,2.78,12.68
1000-68,rue,7,1000,5.52,5.58,3.41,5.18,12.57
1000-68,rue,8,1000,5.46,5.77,3.53,2.71,11.17
1000-68,rue,9,1000,5.53,5.45,2.95,3.08,13.04
1000-69,rue,0,1000,5.41,6.15,4.1,5.35,10.23
1000-69,rue,1,1000,5.84,5.83,2.79,4.66,12.07
1000-69,rue,2,1000,5.42,6.06,2.71,2.36,10.23
1000-69,rue,3,1000,5.48,5.42,5.66,2.55,12.38
1000-69,rue,4,1000,3600,13.1,14.65,5.19,10.69
1000-69,rue,5,1000,5.92,4.98,6.78,7.23,13.45
1000-69,rue,6,1000,5.27,5.42,2,5.87,12.81
1000-69,rue,7,1000,6.3,5.57,3.14,1.46,10.18
1000-69,rue,8,1000,5.99,5.85,2.15,2.66,13.26
1000-69,rue,9,1000,7.78,5.58,4.55,7.82,11.33
1000-7,rue,0,1000,5.88,5.89,14.11,3.21,11.84
1000-7,rue,1,1000,6.13,6.63,6.19,71.56,25.85
1000-7,rue,2,1000,5.54,6.12,20.85,12.67,10.26
1000-7,rue,3,1000,5.11,5.37,1212.29,29.16,11.72
1000-7,rue,4,1000,6.14,5.86,49.58,129.18,11.64
1000-7,rue,5,1000,5.82,5.99,260.34,50.64,10.04
1000-7,rue,6,1000,5.25,6.34,16.5,3.25,10.99
1000-7,rue,7,1000,5.29,5.28,17.11,9.84,11.99
1000-7,rue,8,1000,5.26,5.68,38.96,40.94,11.36
1000-7,rue,9,1000,5.38,5.29,14.24,11.22,10.88
1000-70,rue,0,1000,4.83,5.45,7.8,1.65,11.63
1000-70,rue,1,1000,4.77,4.76,1.39,1.51,11.72
1000-70,rue,2,1000,4.97,4.86,1.64,1.49,9.7
1000-70,rue,3,1000,3600,11.99,3.9,6.36,11.12
1000-70,rue,4,1000,5.08,5.16,1.5,1.5,8.95
1000-70,rue,5,1000,5.51,6.56,1.64,1.68,14.35
1000-70,rue,6,1000,5.88,7.62,1.41,7.77,9.85
1000-70,rue,7,1000,5.6,5.21,1.6,6.82,9.54
1000-70,rue,8,1000,5.62,5.44,1.64,1.57,9.59
1000-70,rue,9,1000,4.93,4.85,10.36,5.82,10.28
1000-71,rue,0,1000,5.69,5.86,2.44,4.35,11.13
1000-71,rue,1,1000,5.66,5.52,6.67,5.88,11.21
1000-71,rue,2,1000,6.3,7.03,2.69,3.59,15.24
1000-71,rue,3,1000,5.35,5.23,4.76,9.17,14.28
1000-71,rue,4,1000,5.33,6.1,5.08,4.15,11.34
1000-71,rue,5,1000,5.98,5.41,3.25,2.15,12.07
1000-71,rue,6,1000,5.22,5.82,9.59,2.49,12.69
1000-71,rue,7,1000,5.4,7.15,2.67,11.93,14.21
1000-71,rue,8,1000,6.73,5.56,2.06,11.59,12.18
1000-71,rue,9,1000,5.81,5.79,2.63,2.68,11.1
1000-72,rue,0,1000,6.18,5.55,3.02,3.05,10.12
1000-72,rue,1,1000,5.82,5.51,6.67,2.45,10.13
1000-72,rue,2,1000,5.85,5.33,1.38,1.44,9.79
1000-72,rue,3,1000,5.19,6.82,2.4,2.23,11.21
1000-72,rue,4,1000,5.36,5.39,1.84,1.28,11.06
1000-72,rue,5,1000,5.71,5.68,7.46,1.29,11.7
1000-72,rue,6,1000,5.5,6.11,2.06,1.35,10.14
1000-72,rue,7,1000,9.29,4.78,1.4,1.72,11.89
1000-72,rue,8,1000,6.12,6.47,1.28,1.61,13.19
1000-72,rue,9,1000,5.7,5.93,1.13,1.57,9.87
1000-73,rue,0,1000,5.46,5.09,1.41,1.3,10.31
1000-73,rue,1,1000,5.02,5.34,1.31,2.23,11.03
1000-73,rue,2,1000,4.9,4.89,1.14,1.4,11
1000-73,rue,3,1000,6.17,5.21,1.88,1.59,10.42
1000-73,rue,4,1000,5.21,5.14,1.37,1.38,10.13
1000-73,rue,5,1000,5.03,5.5,1.43,1.45,10.93
1000-73,rue,6,1000,4.95,4.84,1.2,1.23,3600
1000-73,rue,7,1000,5.12,5.64,1.24,1.31,10.32
1000-73,rue,8,1000,6.93,4.71,1.37,1.33,10.39
1000-73,rue,9,1000,4.96,5.33,1.19,1.19,11.11
1000-74,rue,0,1000,5.6,5.65,1.27,1.57,3600
1000-74,rue,1,1000,5.83,10.17,1.38,1.43,3600
1000-74,rue,2,1000,5.36,6.27,1.36,1.48,3600
1000-74,rue,3,1000,3600,12.72,1.82,2.31,3600
1000-74,rue,4,1000,5.48,5.9,1.84,2,10.66
1000-74,rue,5,1000,5.74,7.17,1.25,1.46,11.47
1000-74,rue,6,1000,3600,12.55,1.71,1.4,3600
1000-74,rue,7,1000,3600,34.79,1.56,1.65,10.4
1000-74,rue,8,1000,5.27,6.02,1.38,1.28,11.98
1000-74,rue,9,1000,3600,40.79,1.34,1.24,11.59
1000-75,rue,0,1000,6.05,6,3.79,9.29,12
1000-75,rue,1,1000,5.93,5.91,14.33,14.65,11.02
1000-75,rue,2,1000,6.14,5.99,18.4,4.76,12.07
1000-75,rue,3,1000,4.97,5.37,9.43,6.85,11.52
1000-75,rue,4,1000,7.06,11.22,7.86,2.37,12.57
1000-75,rue,5,1000,5.32,5.78,5.2,14.45,10.34
1000-75,rue,6,1000,7.24,5.6,14.17,14.97,11.76
1000-75,rue,7,1000,5.97,6.88,24.3,2.39,10.64
1000-75,rue,8,1000,5.31,5.17,21.49,16.48,10.59
1000-75,rue,9,1000,5.35,5.89,18.67,6.8,11.72
1000-76,rue,0,1000,4.69,5.8,2.09,10.76,10.79
1000-76,rue,1,1000,5.54,5.09,24.54,6.49,3600
1000-76,rue,2,1000,3600,14.66,6.93,9.73,3600
1000-76,rue,3,1000,5.16,4.88,22.14,3.04,10.68
1000-76,rue,4,1000,5.04,5.87,3.98,25.67,11.63
1000-76,rue,5,1000,6.28,5.95,23.6,5.22,10.88
1000-76,rue,6,1000,4.71,5.28,1.25,3.5,14.89
1000-76,rue,7,1000,5.52,5.45,3.57,16.09,13.05
1000-76,rue,8,1000,5.37,5.8,2.18,7.33,13.28
1000-76,rue,9,1000,5.19,5.3,1.77,2.39,14.84
1000-77,rue,0,1000,5.31,5.2,1.69,1.71,10.81
1000-77,rue,1,1000,4.99,5.5,1.44,1.3,10.58
1000-77,rue,2,1000,3600,12.05,1.28,1.38,9.47
1000-77,rue,3,1000,4.98,5.14,1.72,1.32,9.72
1000-77,rue,4,1000,5.07,5.6,1.51,2.05,3600
1000-77,rue,5,1000,3600,13.06,1.33,1.42,10.01
1000-77,rue,6,1000,3600,12.47,2.36,1.78,13.36
1000-77,rue,7,1000,3600,12.13,1.68,2.32,11.36
1000-77,rue,8,1000,5.52,5.51,1.26,1.46,3600
1000-77,rue,9,1000,5.56,5.83,1.26,1.33,9.53
1000-78,rue,0,1000,3600,80.45,10.85,12.02,11.81
1000-78,rue,1,1000,3600,14.6,23.3,3.64,12.12
1000-78,rue,2,1000,3600,25.26,3.07,46.42,11.67
1000-78,rue,3,1000,3600,43.71,3.64,2.09,13.05
1000-78,rue,4,1000,3600,15.4,2.46,12.37,13.39
1000-78,rue,5,1000,3600,30.58,3.34,25.64,11.98
1000-78,rue,6,1000,3600,23.71,74.71,21.52,13.98
1000-78,rue,7,1000,3600,24.03,3.94,1.88,12.29
1000-78,rue,8,1000,3600,16.94,34.72,3.15,12.05
1000-78,rue,9,1000,3600,15.97,4.88,6.4,11.84
1000-79,rue,0,1000,3600,15.11,3600,146.37,13.55
1000-79,rue,1,1000,3600,39.1,3600,24.29,12.19
1000-79,rue,2,1000,6.47,6.15,2.11,3.34,13.19
1000-79,rue,3,1000,6.89,7.47,3600,226.73,3600
1000-79,rue,4,1000,5.63,5.9,3600,53.61,12.66
1000-79,rue,5,1000,3600,18.41,1705.38,58.81,12.07
1000-79,rue,6,1000,3600,16.73,2427.71,24.61,10.11
1000-79,rue,7,1000,5.42,6.65,3600,22.88,14.46
1000-79,rue,8,1000,6.12,5.77,159.26,67.28,12.65
1000-79,rue,9,1000,3600,15.16,3600,27.1,11.27
1000-8,rue,0,1000,3600,13.92,6.79,2.04,11.81
1000-8,rue,1,1000,3600,13.31,7.68,1.4,11
1000-8,rue,2,1000,6.56,7.01,1.61,2.26,11.98
1000-8,rue,3,1000,3600,14.33,1.33,1.53,15.66
1000-8,rue,4,1000,6.29,5.62,5.36,2,11.71
1000-8,rue,5,1000,5.76,5.87,10.92,5.26,12.47
1000-8,rue,6,1000,3600,30.13,4.59,5.22,11.21
1000-8,rue,7,1000,5.43,5.36,1.8,1.32,18.21
1000-8,rue,8,1000,5.16,5.81,3.58,2.29,13
1000-8,rue,9,1000,3600,26.5,2.04,1.4,12.48
1000-80,rue,0,1000,5.07,5.28,1.39,1.48,10.85
1000-80,rue,1,1000,5.21,5.1,2.69,1.66,10.82
1000-80,rue,2,1000,5.46,6.02,1.86,2.11,10.73
1000-80,rue,3,1000,9.3,5.38,1.49,1.35,10.4
1000-80,rue,4,1000,5.55,5.37,3.01,2.93,11.23
1000-80,rue,5,1000,3600,26.85,1.37,1.59,11.63
1000-80,rue,6,1000,3600,12.66,2.51,1.84,13.83
1000-80,rue,7,1000,5.23,5.7,1.82,1.56,10.87
1000-80,rue,8,1000,4.87,5.23,1.63,1.97,11.6
1000-80,rue,9,1000,6,5.47,2.77,2.52,10.64
1000-81,rue,0,1000,5.27,6.38,2.03,1.34,12.56
1000-81,rue,1,1000,5.62,5.64,2.33,2.11,10.87
1000-81,rue,2,1000,6.29,5.71,2.04,1.65,12.31
1000-81,rue,3,1000,5.65,6.16,1.69,2.33,11.48
1000-81,rue,4,1000,5.71,5.67,2.24,1.69,11.28
1000-81,rue,5,1000,5.6,5.84,1.99,1.38,11.7
1000-81,rue,6,1000,5.41,5.76,1.42,1.53,12.5
1000-81,rue,7,1000,5.77,6.05,1.4,1.63,13.94
1000-81,rue,8,1000,5.29,5.23,2.04,1.39,11.05
1000-81,rue,9,1000,5.54,5.62,2.4,1.55,3600
1000-82,rue,0,1000,5.7,5.82,9.45,1.32,11.35
1000-82,rue,1,1000,6.04,5.94,1.22,4.94,11.34
1000-82,rue,2,1000,5.5,6.2,1.44,1.37,11.75
1000-82,rue,3,1000,3600,15.35,4.75,3.39,11.27
1000-82,rue,4,1000,3600,12.45,2.59,4.29,11.62
1000-82,rue,5,1000,5.63,7.67,4.37,7.1,3600
1000-82,rue,6,1000,6.26,6.32,20.18,2.22,10.6
1000-82,rue,7,1000,6.28,6.44,12.34,5.53,11.72
1000-82,rue,8,1000,3600,14.95,2.97,3.81,14.97
1000-82,rue,9,1000,3600,25.81,2.46,1.9,13.21
1000-83,rue,0,1000,5.55,6.42,2.98,1.73,10.35
1000-83,rue,1,1000,6.35,7.41,3.14,2.62,12
1000-83,rue,2,1000,5.4,5.6,2.01,1.45,12.11
1000-83,rue,3,1000,5.49,5.27,2.02,1.58,10.14
1000-83,rue,4,1000,5.43,5.58,2.46,2.73,10.68
1000-83,rue,5,1000,5.48,5.54,2.1,1.25,11.69
1000-83,rue,6,1000,5.26,5.45,1.84,1.94,3600
1000-83,rue,7,1000,5.32,5.96,1.41,1.38,3600
1000-83,rue,8,1000,6.31,5.24,2.56,1.97,11.8
1000-83,rue,9,1000,4.99,5.05,1.47,1.59,12.91
1000-84,rue,0,1000,6.64,6.47,3600,12.83,3600
1000-84,rue,1,1000,6.35,6.2,470.37,60.49,14.13
1000-84,rue,2,1000,7.01,6.06,378.26,68.05,26.07
1000-84,rue,3,1000,3600,14.13,3600,56.63,3600
1000-84,rue,4,1000,6.28,6.22,1384.04,27.33,41.39
1000-84,rue,5,1000,5.64,5.82,477.03,46.17,3600
1000-84,rue,6,1000,3600,25.98,40.16,11.71,3600
1000-84,rue,7,1000,3600,43,3600,140.36,3600
1000-84,rue,8,1000,3600,18.21,55.74,155.78,13.02
1000-84,rue,9,1000,3600,14.27,872.57,12.92,3600
1000-85,rue,0,1000,5.05,5.06,1.64,15.4,10.08
1000-85,rue,1,1000,5.05,5.17,8.04,21.86,9.76
1000-85,rue,2,1000,5.23,5.06,10.09,25.17,10.45
1000-85,rue,3,1000,5.6,6.08,25.44,3.23,9.96
1000-85,rue,4,1000,5.63,5.22,6.22,4.81,10.22
1000-85,rue,5,1000,5.16,5.59,4.39,2.31,10.3
1000-85,rue,6,1000,4.86,5.67,6.05,3.13,10.65
1000-85,rue,7,1000,5.5,5.38,21.4,9.19,11.26
1000-85,rue,8,1000,4.57,5.79,8.82,7.76,11.79
1000-85,rue,9,1000,5.49,5.33,6.59,1.48,10.73
1000-86,rue,0,1000,3600,14.25,2.13,1.88,10.37
1000-86,rue,1,1000,3600,30.32,1.82,2.3,12.21
1000-86,rue,2,1000,5.2,5.47,2.32,1.9,13.17
1000-86,rue,3,1000,5.06,5.41,2.03,3.07,3600
1000-86,rue,4,1000,5.09,5.9,1.93,1.81,11.53
1000-86,rue,5,1000,4.99,6.71,4.81,2.12,11.31
1000-86,rue,6,1000,5.3,5.62,2.25,1.7,10.32
1000-86,rue,7,1000,3600,13.14,1.63,1.98,12.74
1000-86,rue,8,1000,5.29,7.43,1.7,1.72,10.42
1000-86,rue,9,1000,6.62,5.37,1.68,1.85,10.26
1000-87,rue,0,1000,5.04,4.87,18.39,36.93,12.81
1000-87,rue,1,1000,5.3,5.04,9.62,46.15,10.96
1000-87,rue,2,1000,5.79,5.79,33.01,20,13.93
1000-87,rue,3,1000,5.74,5.01,2.74,13.9,12.56
1000-87,rue,4,1000,5.4,5.32,71.83,4.99,11.05
1000-87,rue,5,1000,5.23,5.34,6.06,2.38,14.32
1000-87,rue,6,1000,10.43,6.14,157.34,20.31,11.08
1000-87,rue,7,1000,5.42,5.84,3.58,13.39,10.69
1000-87,rue,8,1000,5.65,5.27,4.14,16.87,10.87
1000-87,rue,9,1000,5.86,6.37,6.23,6.86,11.82
1000-88,rue,0,1000,5.79,5.67,1.48,1.69,3600
1000-88,rue,1,1000,5.71,5.64,1.52,2.35,3600
1000-88,rue,2,1000,3600,15.95,1.95,2.5,3600
1000-88,rue,3,1000,5.72,8.41,1.37,1.45,15.82
1000-88,rue,4,1000,5.92,6.12,1.15,1.22,3600
1000-88,rue,5,1000,6.01,6.82,2.17,1.44,3600
1000-88,rue,6,1000,3600,17.54,1.25,1.71,16.47
1000-88,rue,7,1000,6.09,5.65,1.62,1.34,3600
1000-88,rue,8,1000,5.46,5.56,1.36,1.33,3600
1000-88,rue,9,1000,7.61,7.03,1.75,1.4,14.38
1000-89,rue,0,1000,5.15,5.16,142.33,30.32,11.37
1000-89,rue,1,1000,5.19,5.19,2.73,1.51,13.35
1000-89,rue,2,1000,5.86,6.08,43.64,2.04,10.64
1000-89,rue,3,1000,5.47,5.44,5.82,16.4,11.37
1000-89,rue,4,1000,5.36,5.37,1.81,2.74,11.23
1000-89,rue,5,1000,4.97,5.28,260.05,2.54,11.32
1000-89,rue,6,1000,4.92,4.97,41.51,7.78,11.13
1000-89,rue,7,1000,5.36,5.14,1.47,3.54,11.64
1000-89,rue,8,1000,5.26,6.17,3.02,1.3,12.59
1000-89,rue,9,1000,5.32,5.22,8.87,1.56,11.67
1000-9,rue,0,1000,3600,14.51,558.64,3.34,12.02
1000-9,rue,1,1000,20.41,48.17,204.11,27.32,3600
